"GeoID_Description","GeoID_Name","SitsinState","GeoID","GeoID_Formatted","p_crd_depression","TimeFrame","GeoVintage","Source","Location"
"Census Tract","06067000100","CA","06067000100","=""06067000100""","18.1","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067000200","CA","06067000200","=""06067000200""","18.8","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067000300","CA","06067000300","=""06067000300""","18.0","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067000400","CA","06067000400","=""06067000400""","20.9","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067000500","CA","06067000500","=""06067000500""","21.4","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067000600","CA","06067000600","=""06067000600""","20.9","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067000700","CA","06067000700","=""06067000700""","20.3","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067000800","CA","06067000800","=""06067000800""","17.4","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067001101","CA","06067001101","=""06067001101""","20.3","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067001200","CA","06067001200","=""06067001200""","19.6","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067001300","CA","06067001300","=""06067001300""","20.9","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067001400","CA","06067001400","=""06067001400""","20.5","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067001500","CA","06067001500","=""06067001500""","18.4","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067001600","CA","06067001600","=""06067001600""","18.9","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067001700","CA","06067001700","=""06067001700""","20.8","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067001800","CA","06067001800","=""06067001800""","19.3","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067001900","CA","06067001900","=""06067001900""","20.6","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067002000","CA","06067002000","=""06067002000""","17.8","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067002100","CA","06067002100","=""06067002100""","17.9","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067002200","CA","06067002200","=""06067002200""","20.5","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067002300","CA","06067002300","=""06067002300""","18.1","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067002400","CA","06067002400","=""06067002400""","17.2","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067002500","CA","06067002500","=""06067002500""","17.5","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067002600","CA","06067002600","=""06067002600""","18.5","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067002700","CA","06067002700","=""06067002700""","20.9","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067002800","CA","06067002800","=""06067002800""","20.5","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067002900","CA","06067002900","=""06067002900""","19.9","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067003000","CA","06067003000","=""06067003000""","20.8","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067003101","CA","06067003101","=""06067003101""","20.4","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067003102","CA","06067003102","=""06067003102""","19.3","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067003202","CA","06067003202","=""06067003202""","18.3","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067003203","CA","06067003203","=""06067003203""","16.8","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067003204","CA","06067003204","=""06067003204""","18.4","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067003300","CA","06067003300","=""06067003300""","15.9","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067003400","CA","06067003400","=""06067003400""","15.9","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067003501","CA","06067003501","=""06067003501""","19.0","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067003502","CA","06067003502","=""06067003502""","16.6","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067003600","CA","06067003600","=""06067003600""","19.5","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067003700","CA","06067003700","=""06067003700""","20.0","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067003800","CA","06067003800","=""06067003800""","17.3","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067003900","CA","06067003900","=""06067003900""","15.7","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067004001","CA","06067004001","=""06067004001""","15.6","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067004004","CA","06067004004","=""06067004004""","15.0","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067004005","CA","06067004005","=""06067004005""","15.3","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067004006","CA","06067004006","=""06067004006""","16.5","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067004008","CA","06067004008","=""06067004008""","15.9","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067004009","CA","06067004009","=""06067004009""","15.9","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067004010","CA","06067004010","=""06067004010""","16.7","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067004011","CA","06067004011","=""06067004011""","14.0","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067004100","CA","06067004100","=""06067004100""","17.2","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067004201","CA","06067004201","=""06067004201""","17.9","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067004202","CA","06067004202","=""06067004202""","17.3","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067004203","CA","06067004203","=""06067004203""","19.2","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067004300","CA","06067004300","=""06067004300""","18.3","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067004401","CA","06067004401","=""06067004401""","19.9","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067004402","CA","06067004402","=""06067004402""","20.7","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067004501","CA","06067004501","=""06067004501""","19.7","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067004502","CA","06067004502","=""06067004502""","20.7","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067004601","CA","06067004601","=""06067004601""","20.6","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067004602","CA","06067004602","=""06067004602""","22.2","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067004701","CA","06067004701","=""06067004701""","20.0","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067004702","CA","06067004702","=""06067004702""","20.1","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067004801","CA","06067004801","=""06067004801""","15.9","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067004802","CA","06067004802","=""06067004802""","19.5","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067004903","CA","06067004903","=""06067004903""","18.2","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067004904","CA","06067004904","=""06067004904""","18.6","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067004905","CA","06067004905","=""06067004905""","18.4","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067004906","CA","06067004906","=""06067004906""","18.0","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067005001","CA","06067005001","=""06067005001""","18.1","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067005002","CA","06067005002","=""06067005002""","20.1","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067005101","CA","06067005101","=""06067005101""","19.8","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067005102","CA","06067005102","=""06067005102""","18.2","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067005201","CA","06067005201","=""06067005201""","25.8","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067005202","CA","06067005202","=""06067005202""","20.4","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067005204","CA","06067005204","=""06067005204""","18.3","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067005205","CA","06067005205","=""06067005205""","21.6","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067005301","CA","06067005301","=""06067005301""","20.6","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067005402","CA","06067005402","=""06067005402""","20.9","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067005403","CA","06067005403","=""06067005403""","17.9","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067005404","CA","06067005404","=""06067005404""","17.6","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067005502","CA","06067005502","=""06067005502""","21.5","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067005505","CA","06067005505","=""06067005505""","22.0","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067005506","CA","06067005506","=""06067005506""","23.3","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067005508","CA","06067005508","=""06067005508""","21.9","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067005509","CA","06067005509","=""06067005509""","22.7","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067005510","CA","06067005510","=""06067005510""","22.6","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067005601","CA","06067005601","=""06067005601""","20.1","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067005605","CA","06067005605","=""06067005605""","22.0","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067005606","CA","06067005606","=""06067005606""","19.6","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067005701","CA","06067005701","=""06067005701""","18.3","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067005702","CA","06067005702","=""06067005702""","17.5","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067005801","CA","06067005801","=""06067005801""","18.9","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067005803","CA","06067005803","=""06067005803""","15.7","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067005804","CA","06067005804","=""06067005804""","16.4","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067005901","CA","06067005901","=""06067005901""","17.7","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067005903","CA","06067005903","=""06067005903""","22.7","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067005904","CA","06067005904","=""06067005904""","20.0","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067006002","CA","06067006002","=""06067006002""","20.9","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067006003","CA","06067006003","=""06067006003""","23.1","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067006004","CA","06067006004","=""06067006004""","18.3","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067006101","CA","06067006101","=""06067006101""","22.1","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067006102","CA","06067006102","=""06067006102""","21.9","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067006201","CA","06067006201","=""06067006201""","23.2","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067006202","CA","06067006202","=""06067006202""","22.0","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067006300","CA","06067006300","=""06067006300""","22.3","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067006400","CA","06067006400","=""06067006400""","21.6","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067006500","CA","06067006500","=""06067006500""","19.9","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067006600","CA","06067006600","=""06067006600""","20.8","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067006701","CA","06067006701","=""06067006701""","19.5","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067006702","CA","06067006702","=""06067006702""","19.4","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067006800","CA","06067006800","=""06067006800""","21.3","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067006900","CA","06067006900","=""06067006900""","21.2","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067007001","CA","06067007001","=""06067007001""","20.4","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067007004","CA","06067007004","=""06067007004""","20.5","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067007007","CA","06067007007","=""06067007007""","19.2","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067007010","CA","06067007010","=""06067007010""","19.9","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067007011","CA","06067007011","=""06067007011""","19.1","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067007012","CA","06067007012","=""06067007012""","19.7","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067007013","CA","06067007013","=""06067007013""","19.0","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067007014","CA","06067007014","=""06067007014""","19.7","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067007015","CA","06067007015","=""06067007015""","18.2","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067007016","CA","06067007016","=""06067007016""","18.1","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067007017","CA","06067007017","=""06067007017""","18.9","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067007018","CA","06067007018","=""06067007018""","17.8","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067007019","CA","06067007019","=""06067007019""","22.4","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067007020","CA","06067007020","=""06067007020""","18.7","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067007101","CA","06067007101","=""06067007101""","18.1","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067007102","CA","06067007102","=""06067007102""","15.9","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067007103","CA","06067007103","=""06067007103""","17.4","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067007104","CA","06067007104","=""06067007104""","16.9","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067007105","CA","06067007105","=""06067007105""","18.6","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067007106","CA","06067007106","=""06067007106""","16.9","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067007107","CA","06067007107","=""06067007107""","16.6","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067007202","CA","06067007202","=""06067007202""","21.7","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067007204","CA","06067007204","=""06067007204""","19.7","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067007206","CA","06067007206","=""06067007206""","21.1","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067007207","CA","06067007207","=""06067007207""","22.5","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067007208","CA","06067007208","=""06067007208""","21.0","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067007209","CA","06067007209","=""06067007209""","21.5","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067007301","CA","06067007301","=""06067007301""","24.2","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067007402","CA","06067007402","=""06067007402""","21.2","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067007403","CA","06067007403","=""06067007403""","21.3","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067007406","CA","06067007406","=""06067007406""","22.0","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067007413","CA","06067007413","=""06067007413""","22.9","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067007414","CA","06067007414","=""06067007414""","22.1","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067007415","CA","06067007415","=""06067007415""","20.4","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067007416","CA","06067007416","=""06067007416""","21.6","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067007417","CA","06067007417","=""06067007417""","19.8","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067007421","CA","06067007421","=""06067007421""","18.9","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067007422","CA","06067007422","=""06067007422""","22.4","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067007423","CA","06067007423","=""06067007423""","24.5","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067007424","CA","06067007424","=""06067007424""","23.0","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067007426","CA","06067007426","=""06067007426""","21.8","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067007427","CA","06067007427","=""06067007427""","20.4","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067007428","CA","06067007428","=""06067007428""","21.3","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067007429","CA","06067007429","=""06067007429""","22.4","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
"Census Tract","06067007430","CA","06067007430","=""06067007430""","20.4","2021","2010","CDC_PLACES","Sacramento (County, 2022)"
