"GeoID_Description","GeoID_Name","SitsinState","GeoID","GeoID_Formatted","pgtbach","TimeFrame","GeoVintage","Source","Location"
"Census Tract","06067007428","CA","06067007428","=""06067007428""","9.48","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007429","CA","06067007429","=""06067007429""","4.19","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007430","CA","06067007430","=""06067007430""","1.77","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007431","CA","06067007431","=""06067007431""","7.72","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007432","CA","06067007432","=""06067007432""","6.67","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007434","CA","06067007434","=""06067007434""","0.70","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007435","CA","06067007435","=""06067007435""","0.00","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007436","CA","06067007436","=""06067007436""","13.51","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007437","CA","06067007437","=""06067007437""","2.36","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007438","CA","06067007438","=""06067007438""","9.42","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007439","CA","06067007439","=""06067007439""","9.68","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007501","CA","06067007501","=""06067007501""","6.57","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007503","CA","06067007503","=""06067007503""","7.08","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007504","CA","06067007504","=""06067007504""","8.42","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007602","CA","06067007602","=""06067007602""","11.79","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007603","CA","06067007603","=""06067007603""","13.31","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007604","CA","06067007604","=""06067007604""","8.93","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007701","CA","06067007701","=""06067007701""","12.10","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007702","CA","06067007702","=""06067007702""","23.95","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007801","CA","06067007801","=""06067007801""","11.19","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007802","CA","06067007802","=""06067007802""","22.58","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007903","CA","06067007903","=""06067007903""","13.18","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007904","CA","06067007904","=""06067007904""","13.33","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007905","CA","06067007905","=""06067007905""","10.55","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007906","CA","06067007906","=""06067007906""","10.98","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008005","CA","06067008005","=""06067008005""","18.87","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008006","CA","06067008006","=""06067008006""","23.79","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008007","CA","06067008007","=""06067008007""","14.81","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008008","CA","06067008008","=""06067008008""","12.94","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008009","CA","06067008009","=""06067008009""","20.35","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008010","CA","06067008010","=""06067008010""","11.42","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008111","CA","06067008111","=""06067008111""","4.53","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008113","CA","06067008113","=""06067008113""","5.89","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008117","CA","06067008117","=""06067008117""","5.98","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008119","CA","06067008119","=""06067008119""","7.71","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008120","CA","06067008120","=""06067008120""","9.38","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008122","CA","06067008122","=""06067008122""","16.27","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008124","CA","06067008124","=""06067008124""","6.32","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008125","CA","06067008125","=""06067008125""","7.41","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008127","CA","06067008127","=""06067008127""","2.31","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008128","CA","06067008128","=""06067008128""","4.70","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008129","CA","06067008129","=""06067008129""","4.35","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008130","CA","06067008130","=""06067008130""","2.46","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008131","CA","06067008131","=""06067008131""","13.31","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008132","CA","06067008132","=""06067008132""","6.80","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008133","CA","06067008133","=""06067008133""","3.60","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008134","CA","06067008134","=""06067008134""","2.58","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008135","CA","06067008135","=""06067008135""","10.08","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008136","CA","06067008136","=""06067008136""","4.88","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008137","CA","06067008137","=""06067008137""","7.35","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008138","CA","06067008138","=""06067008138""","6.46","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008139","CA","06067008139","=""06067008139""","3.83","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008140","CA","06067008140","=""06067008140""","4.87","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008141","CA","06067008141","=""06067008141""","5.47","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008142","CA","06067008142","=""06067008142""","9.94","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008143","CA","06067008143","=""06067008143""","8.55","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008144","CA","06067008144","=""06067008144""","12.22","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008145","CA","06067008145","=""06067008145""","9.45","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008203","CA","06067008203","=""06067008203""","15.92","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008204","CA","06067008204","=""06067008204""","12.26","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008206","CA","06067008206","=""06067008206""","5.28","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008207","CA","06067008207","=""06067008207""","7.27","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008208","CA","06067008208","=""06067008208""","10.36","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008209","CA","06067008209","=""06067008209""","18.99","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008210","CA","06067008210","=""06067008210""","21.64","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008211","CA","06067008211","=""06067008211""","14.80","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008402","CA","06067008402","=""06067008402""","10.20","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008403","CA","06067008403","=""06067008403""","17.45","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008404","CA","06067008404","=""06067008404""","8.94","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008501","CA","06067008501","=""06067008501""","18.96","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008504","CA","06067008504","=""06067008504""","27.14","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008505","CA","06067008505","=""06067008505""","27.48","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008506","CA","06067008506","=""06067008506""","33.85","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008507","CA","06067008507","=""06067008507""","26.54","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008508","CA","06067008508","=""06067008508""","41.71","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008509","CA","06067008509","=""06067008509""","31.82","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008510","CA","06067008510","=""06067008510""","24.35","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008512","CA","06067008512","=""06067008512""","24.53","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008513","CA","06067008513","=""06067008513""","30.05","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008601","CA","06067008601","=""06067008601""","17.66","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008602","CA","06067008602","=""06067008602""","7.05","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008702","CA","06067008702","=""06067008702""","39.88","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008703","CA","06067008703","=""06067008703""","23.97","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008704","CA","06067008704","=""06067008704""","24.07","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008706","CA","06067008706","=""06067008706""","10.46","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008707","CA","06067008707","=""06067008707""","14.90","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008708","CA","06067008708","=""06067008708""","16.74","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008802","CA","06067008802","=""06067008802""","13.80","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008803","CA","06067008803","=""06067008803""","11.47","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008905","CA","06067008905","=""06067008905""","5.73","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008907","CA","06067008907","=""06067008907""","5.33","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008908","CA","06067008908","=""06067008908""","4.03","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008909","CA","06067008909","=""06067008909""","14.25","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008910","CA","06067008910","=""06067008910""","6.09","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008911","CA","06067008911","=""06067008911""","7.20","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008912","CA","06067008912","=""06067008912""","7.47","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008913","CA","06067008913","=""06067008913""","4.68","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009004","CA","06067009004","=""06067009004""","5.83","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009005","CA","06067009005","=""06067009005""","6.33","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009006","CA","06067009006","=""06067009006""","9.25","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009007","CA","06067009007","=""06067009007""","2.54","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009008","CA","06067009008","=""06067009008""","5.16","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009010","CA","06067009010","=""06067009010""","8.44","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009011","CA","06067009011","=""06067009011""","12.81","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009103","CA","06067009103","=""06067009103""","16.61","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009105","CA","06067009105","=""06067009105""","9.00","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009106","CA","06067009106","=""06067009106""","16.94","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009107","CA","06067009107","=""06067009107""","6.66","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009108","CA","06067009108","=""06067009108""","9.19","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009109","CA","06067009109","=""06067009109""","8.32","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009110","CA","06067009110","=""06067009110""","2.20","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009111","CA","06067009111","=""06067009111""","6.09","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009112","CA","06067009112","=""06067009112""","7.98","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009201","CA","06067009201","=""06067009201""","6.57","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009307","CA","06067009307","=""06067009307""","14.93","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009308","CA","06067009308","=""06067009308""","11.88","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009309","CA","06067009309","=""06067009309""","12.04","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009310","CA","06067009310","=""06067009310""","5.66","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009311","CA","06067009311","=""06067009311""","6.84","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009312","CA","06067009312","=""06067009312""","4.65","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009314","CA","06067009314","=""06067009314""","11.06","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009316","CA","06067009316","=""06067009316""","3.46","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009317","CA","06067009317","=""06067009317""","12.42","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009318","CA","06067009318","=""06067009318""","0.74","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009319","CA","06067009319","=""06067009319""","4.40","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009320","CA","06067009320","=""06067009320""","3.75","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009321","CA","06067009321","=""06067009321""","5.56","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009323","CA","06067009323","=""06067009323""","11.20","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009326","CA","06067009326","=""06067009326""","16.37","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009328","CA","06067009328","=""06067009328""","9.65","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009329","CA","06067009329","=""06067009329""","4.52","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009330","CA","06067009330","=""06067009330""","12.39","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009331","CA","06067009331","=""06067009331""","14.62","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009332","CA","06067009332","=""06067009332""","9.11","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009333","CA","06067009333","=""06067009333""","8.60","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009334","CA","06067009334","=""06067009334""","6.62","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009335","CA","06067009335","=""06067009335""","10.40","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009336","CA","06067009336","=""06067009336""","17.11","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009403","CA","06067009403","=""06067009403""","4.66","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009404","CA","06067009404","=""06067009404""","11.02","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009406","CA","06067009406","=""06067009406""","10.70","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009408","CA","06067009408","=""06067009408""","6.08","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009409","CA","06067009409","=""06067009409""","6.13","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009410","CA","06067009410","=""06067009410""","7.84","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009501","CA","06067009501","=""06067009501""","1.70","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009502","CA","06067009502","=""06067009502""","4.08","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009503","CA","06067009503","=""06067009503""","3.34","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009504","CA","06067009504","=""06067009504""","2.87","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009601","CA","06067009601","=""06067009601""","4.98","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009608","CA","06067009608","=""06067009608""","9.29","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009609","CA","06067009609","=""06067009609""","3.85","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009610","CA","06067009610","=""06067009610""","3.19","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009611","CA","06067009611","=""06067009611""","5.70","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009612","CA","06067009612","=""06067009612""","4.58","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009614","CA","06067009614","=""06067009614""","8.62","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009616","CA","06067009616","=""06067009616""","10.74","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009617","CA","06067009617","=""06067009617""","16.76","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009618","CA","06067009618","=""06067009618""","5.81","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009622","CA","06067009622","=""06067009622""","21.65","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009632","CA","06067009632","=""06067009632""","17.95","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009633","CA","06067009633","=""06067009633""","1.08","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009634","CA","06067009634","=""06067009634""","3.75","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009635","CA","06067009635","=""06067009635""","18.66","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009637","CA","06067009637","=""06067009637""","10.90","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009639","CA","06067009639","=""06067009639""","8.17","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009640","CA","06067009640","=""06067009640""","1.19","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009641","CA","06067009641","=""06067009641""","4.22","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009642","CA","06067009642","=""06067009642""","19.88","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009643","CA","06067009643","=""06067009643""","11.41","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009644","CA","06067009644","=""06067009644""","17.27","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009645","CA","06067009645","=""06067009645""","17.18","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009646","CA","06067009646","=""06067009646""","15.47","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009647","CA","06067009647","=""06067009647""","9.87","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009648","CA","06067009648","=""06067009648""","8.07","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009649","CA","06067009649","=""06067009649""","13.36","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009650","CA","06067009650","=""06067009650""","12.82","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009651","CA","06067009651","=""06067009651""","18.01","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009652","CA","06067009652","=""06067009652""","14.19","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009653","CA","06067009653","=""06067009653""","6.28","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009800","CA","06067009800","=""06067009800""","7.54","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009900","CA","06067009900","=""06067009900""","10.50","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067988300","CA","06067988300","=""06067988300""","1.48","2018-2022","2022","Census","Sacramento (County, 2022)"
