"GeoID_Description","GeoID_Name","SitsinState","GeoID","GeoID_Formatted","psmcolass","TimeFrame","GeoVintage","Source","Location"
"Census Tract","06067007428","CA","06067007428","=""06067007428""","51.74","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007429","CA","06067007429","=""06067007429""","38.91","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007430","CA","06067007430","=""06067007430""","47.14","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007431","CA","06067007431","=""06067007431""","40.13","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007432","CA","06067007432","=""06067007432""","43.57","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007434","CA","06067007434","=""06067007434""","39.16","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007435","CA","06067007435","=""06067007435""","39.10","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007436","CA","06067007436","=""06067007436""","20.67","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007437","CA","06067007437","=""06067007437""","43.15","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007438","CA","06067007438","=""06067007438""","29.82","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007439","CA","06067007439","=""06067007439""","32.85","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007501","CA","06067007501","=""06067007501""","48.57","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007503","CA","06067007503","=""06067007503""","42.95","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007504","CA","06067007504","=""06067007504""","39.97","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007602","CA","06067007602","=""06067007602""","33.54","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007603","CA","06067007603","=""06067007603""","40.77","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007604","CA","06067007604","=""06067007604""","35.77","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007701","CA","06067007701","=""06067007701""","30.82","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007702","CA","06067007702","=""06067007702""","32.47","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007801","CA","06067007801","=""06067007801""","36.79","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007802","CA","06067007802","=""06067007802""","29.95","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007903","CA","06067007903","=""06067007903""","38.59","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007904","CA","06067007904","=""06067007904""","42.74","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007905","CA","06067007905","=""06067007905""","37.91","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067007906","CA","06067007906","=""06067007906""","42.20","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008005","CA","06067008005","=""06067008005""","29.19","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008006","CA","06067008006","=""06067008006""","26.07","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008007","CA","06067008007","=""06067008007""","40.76","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008008","CA","06067008008","=""06067008008""","39.04","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008009","CA","06067008009","=""06067008009""","29.20","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008010","CA","06067008010","=""06067008010""","39.61","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008111","CA","06067008111","=""06067008111""","41.56","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008113","CA","06067008113","=""06067008113""","44.19","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008117","CA","06067008117","=""06067008117""","33.59","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008119","CA","06067008119","=""06067008119""","35.79","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008120","CA","06067008120","=""06067008120""","40.70","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008122","CA","06067008122","=""06067008122""","35.73","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008124","CA","06067008124","=""06067008124""","48.44","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008125","CA","06067008125","=""06067008125""","42.75","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008127","CA","06067008127","=""06067008127""","43.87","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008128","CA","06067008128","=""06067008128""","41.32","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008129","CA","06067008129","=""06067008129""","46.52","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008130","CA","06067008130","=""06067008130""","37.23","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008131","CA","06067008131","=""06067008131""","31.42","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008132","CA","06067008132","=""06067008132""","38.67","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008133","CA","06067008133","=""06067008133""","31.44","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008134","CA","06067008134","=""06067008134""","46.41","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008135","CA","06067008135","=""06067008135""","47.66","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008136","CA","06067008136","=""06067008136""","43.03","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008137","CA","06067008137","=""06067008137""","42.84","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008138","CA","06067008138","=""06067008138""","40.27","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008139","CA","06067008139","=""06067008139""","45.05","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008140","CA","06067008140","=""06067008140""","40.27","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008141","CA","06067008141","=""06067008141""","45.52","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008142","CA","06067008142","=""06067008142""","44.21","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008143","CA","06067008143","=""06067008143""","41.47","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008144","CA","06067008144","=""06067008144""","43.29","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008145","CA","06067008145","=""06067008145""","46.66","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008203","CA","06067008203","=""06067008203""","34.80","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008204","CA","06067008204","=""06067008204""","31.05","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008206","CA","06067008206","=""06067008206""","35.84","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008207","CA","06067008207","=""06067008207""","42.73","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008208","CA","06067008208","=""06067008208""","39.31","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008209","CA","06067008209","=""06067008209""","36.87","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008210","CA","06067008210","=""06067008210""","29.68","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008211","CA","06067008211","=""06067008211""","34.32","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008402","CA","06067008402","=""06067008402""","30.88","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008403","CA","06067008403","=""06067008403""","28.74","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008404","CA","06067008404","=""06067008404""","39.97","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008501","CA","06067008501","=""06067008501""","33.79","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008504","CA","06067008504","=""06067008504""","18.28","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008505","CA","06067008505","=""06067008505""","20.50","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008506","CA","06067008506","=""06067008506""","28.27","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008507","CA","06067008507","=""06067008507""","23.84","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008508","CA","06067008508","=""06067008508""","22.54","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008509","CA","06067008509","=""06067008509""","15.55","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008510","CA","06067008510","=""06067008510""","23.74","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008512","CA","06067008512","=""06067008512""","27.97","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008513","CA","06067008513","=""06067008513""","24.36","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008601","CA","06067008601","=""06067008601""","32.38","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008602","CA","06067008602","=""06067008602""","53.56","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008702","CA","06067008702","=""06067008702""","19.45","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008703","CA","06067008703","=""06067008703""","23.41","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008704","CA","06067008704","=""06067008704""","29.46","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008706","CA","06067008706","=""06067008706""","41.21","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008707","CA","06067008707","=""06067008707""","29.10","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008708","CA","06067008708","=""06067008708""","33.33","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008802","CA","06067008802","=""06067008802""","36.76","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008803","CA","06067008803","=""06067008803""","43.93","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008905","CA","06067008905","=""06067008905""","37.59","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008907","CA","06067008907","=""06067008907""","38.79","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008908","CA","06067008908","=""06067008908""","47.07","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008909","CA","06067008909","=""06067008909""","32.50","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008910","CA","06067008910","=""06067008910""","32.50","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008911","CA","06067008911","=""06067008911""","30.51","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008912","CA","06067008912","=""06067008912""","43.80","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067008913","CA","06067008913","=""06067008913""","46.79","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009004","CA","06067009004","=""06067009004""","45.24","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009005","CA","06067009005","=""06067009005""","30.39","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009006","CA","06067009006","=""06067009006""","36.94","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009007","CA","06067009007","=""06067009007""","42.25","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009008","CA","06067009008","=""06067009008""","33.74","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009010","CA","06067009010","=""06067009010""","38.21","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009011","CA","06067009011","=""06067009011""","33.86","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009103","CA","06067009103","=""06067009103""","33.77","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009105","CA","06067009105","=""06067009105""","35.29","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009106","CA","06067009106","=""06067009106""","28.73","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009107","CA","06067009107","=""06067009107""","43.93","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009108","CA","06067009108","=""06067009108""","40.58","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009109","CA","06067009109","=""06067009109""","47.07","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009110","CA","06067009110","=""06067009110""","49.63","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009111","CA","06067009111","=""06067009111""","44.17","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009112","CA","06067009112","=""06067009112""","38.46","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009201","CA","06067009201","=""06067009201""","32.27","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009307","CA","06067009307","=""06067009307""","34.23","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009308","CA","06067009308","=""06067009308""","34.38","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009309","CA","06067009309","=""06067009309""","37.41","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009310","CA","06067009310","=""06067009310""","44.54","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009311","CA","06067009311","=""06067009311""","38.52","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009312","CA","06067009312","=""06067009312""","27.44","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009314","CA","06067009314","=""06067009314""","35.16","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009316","CA","06067009316","=""06067009316""","37.73","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009317","CA","06067009317","=""06067009317""","32.76","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009318","CA","06067009318","=""06067009318""","32.01","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009319","CA","06067009319","=""06067009319""","36.94","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009320","CA","06067009320","=""06067009320""","32.27","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009321","CA","06067009321","=""06067009321""","35.64","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009323","CA","06067009323","=""06067009323""","40.19","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009326","CA","06067009326","=""06067009326""","33.38","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009328","CA","06067009328","=""06067009328""","35.84","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009329","CA","06067009329","=""06067009329""","35.77","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009330","CA","06067009330","=""06067009330""","28.60","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009331","CA","06067009331","=""06067009331""","29.15","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009332","CA","06067009332","=""06067009332""","23.78","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009333","CA","06067009333","=""06067009333""","43.35","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009334","CA","06067009334","=""06067009334""","40.29","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009335","CA","06067009335","=""06067009335""","33.73","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009336","CA","06067009336","=""06067009336""","25.73","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009403","CA","06067009403","=""06067009403""","23.31","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009404","CA","06067009404","=""06067009404""","40.86","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009406","CA","06067009406","=""06067009406""","43.30","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009408","CA","06067009408","=""06067009408""","35.02","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009409","CA","06067009409","=""06067009409""","41.64","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009410","CA","06067009410","=""06067009410""","33.69","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009501","CA","06067009501","=""06067009501""","30.76","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009502","CA","06067009502","=""06067009502""","33.76","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009503","CA","06067009503","=""06067009503""","29.53","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009504","CA","06067009504","=""06067009504""","39.31","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009601","CA","06067009601","=""06067009601""","23.05","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009608","CA","06067009608","=""06067009608""","37.67","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009609","CA","06067009609","=""06067009609""","34.15","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009610","CA","06067009610","=""06067009610""","35.69","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009611","CA","06067009611","=""06067009611""","37.01","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009612","CA","06067009612","=""06067009612""","46.15","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009614","CA","06067009614","=""06067009614""","37.73","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009616","CA","06067009616","=""06067009616""","40.77","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009617","CA","06067009617","=""06067009617""","44.29","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009618","CA","06067009618","=""06067009618""","36.48","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009622","CA","06067009622","=""06067009622""","35.95","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009632","CA","06067009632","=""06067009632""","33.82","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009633","CA","06067009633","=""06067009633""","29.28","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009634","CA","06067009634","=""06067009634""","38.06","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009635","CA","06067009635","=""06067009635""","35.31","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009637","CA","06067009637","=""06067009637""","28.27","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009639","CA","06067009639","=""06067009639""","35.28","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009640","CA","06067009640","=""06067009640""","33.39","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009641","CA","06067009641","=""06067009641""","25.68","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009642","CA","06067009642","=""06067009642""","31.83","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009643","CA","06067009643","=""06067009643""","33.84","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009644","CA","06067009644","=""06067009644""","29.08","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009645","CA","06067009645","=""06067009645""","34.07","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009646","CA","06067009646","=""06067009646""","33.21","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009647","CA","06067009647","=""06067009647""","34.71","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009648","CA","06067009648","=""06067009648""","35.64","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009649","CA","06067009649","=""06067009649""","33.62","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009650","CA","06067009650","=""06067009650""","31.05","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009651","CA","06067009651","=""06067009651""","41.21","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009652","CA","06067009652","=""06067009652""","29.11","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009653","CA","06067009653","=""06067009653""","38.15","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009800","CA","06067009800","=""06067009800""","48.14","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067009900","CA","06067009900","=""06067009900""","30.76","2018-2022","2022","Census","Sacramento (County, 2022)"
"Census Tract","06067988300","CA","06067988300","=""06067988300""","25.38","2018-2022","2022","Census","Sacramento (County, 2022)"
